name,when,town,country,styles,teachers,description,url,date-from,date-to,lat,lng,latlng
Uptown Rhythm,12th May 2023 - 14th May 2023,Vilnius,Lithuania,"Jazz, Lindy Hop","Chester A. Whitmore, Katja Zavrvnik & Peter Loggins, Simona Pogosian & Vincenzo Fesi, Pamela Gaizutyte & Tadas Vasiliauskas, Migle Cesiunaite & Vilmantas Balyna, Kamile Pundziute & Smiltys Andrikonis",A veritable social dancer's paradise will offer you: 3 Parties at exquisite venues; 4 Bands with rhythm to spare; 8 Hours of Classes in your choice of Lindy hop or Solo jazz; 10+ World class inspirational Instructors; A number of lively Competitions and delightful Performances; Mark the date and plan your Uptown Rhythm 2023 affair! => Registration opens on October 24th 2022.,https://uptownrhythm.lt,2023-05-12,2023-05-14,54.6870458,25.2829111,"54.6870458,25.2829111"
Lisbon in Blues with Lisa & Fabien,12th May 2023 - 14th May 2023,Lisboa,Portugal,Blues,Lisa and Fabien,"A Blues dancing weekend in Lisbon Classes | Parties | Live music >>>>>>>>>>
Friday Party with live music and DJ 
Saturday Classes and party with live music and DJ 
Sunday Classes and tea party",https://www.bluesswinglisboa.com/lisboninblueswithalisaandfabien,2023-05-12,2023-05-14,38.7077507,-9.1365919,"38.7077507,-9.1365919"
La Jam Barcelona,12th May 2023 - 14th May 2023,Barcelona,Spain,"Jazz, Lindy Hop","Maria Mallan & Claudia Fonte, Laura Glaess & Remy Kouakou Kouame, Alice Mei & Felipe Braga, Marie N'diaye & Felix Berghall, TJ Jazz, Oulouy","A unique musicality event for swing dancers by Alba & Mago, Swim Out Costa Brava organisers. Classes with live music, jam sessions, battle of bands by Carolina Reapers and Pol Prats Septet, masterclasses of rhythm and afrofusion, jazz culture panel discussions, urban dancers VS swing dancers battle and more!

Registration opens on December 1st, 9pm (UTC+1). Early Bird, Group Rate and split payment available!",https://lajambarcelona.com/,2023-05-12,2023-05-14,41.3828939,2.1774322,"41.3828939,2.1774322"
Regensburg Swing Exchange,18th May 2023 - 21st May 2023,Regensburg,Germany,"Balboa, Blues, Boogie Woogie, Charleston, Jazz, Lindy Hop, Shag",Sara Vianello & William Pisani (ITA) Gosia Aniolkowska & Michal Oblacinski (POL),"SAVE THE DATE for the Regensburg Swing Exchange 2023!! Prepare for Parties, Live Bands, Lindy Hop and Collegiate Shag Workshops, Taster Classes, Swing Brunch, lots of Swing Dancing and many more activities at our cozy event in the beautiful historic city of Regensburg, Bavaria! Registration is about to start at end of January / begin of February. More infos tba soon!!",https://swinginregensburg.de/exchange/,2023-05-18,2023-05-21,49.0195333,12.0974869,"49.0195333,12.0974869"
All Slow Bal Weekend,19th May 2023 - 21st May 2023,Torquay,United Kingdom,Balboa,Jenna Applegarth and Nejc Zupan Anni Skoglund and Gasper Hrovat,"A weekend of Slow Bal, with inspirational tuition, in a superb beachside hotel on the English Riviera with panoramic views over Torquay bay. Relax and unwind on the terrace, soaking up the early summer sun and breathing fresh sea air with a glass of your favourite tipple... With everything under one roof (dinner, B&B included in the price), you will have plenty of time to catch up with friends from across the UK, Europe and beyond, and meet new friends... With 2 levels, whether already hooked on this beautiful style, or wishing to add another dimension to your swing dancing, we look forward to seeing you.",https://www.slowbal.co.uk,2023-05-19,2023-05-21,50.4652392,-3.5211361,"50.4652392,-3.5211361"
Tallinn Swing Weekend,19th May 2023 - 21st May 2023,Tallinn,Estonia,"Jazz, Lindy Hop",Alberto Meucci; Joseph & Charlotte Sewell; Alexandros Velentzas & Vassiliki Papadopoulou,"The swing dance and music festival Tallinn Swing Weekend 2023 will take place on May 19th- 21st. The 9th consecutive festival will once again be filled with swing dancing, workshops and music. Book the dates now because an awesome swinging weekend is ahead!",http://www.tsweekend.ee,2023-05-19,2023-05-21,59.4372155,24.7453688,"59.4372155,24.7453688"
CSC Canadian Swing Championships,19th May 2023 - 22nd May 2023,Trois-Rivieres/Montreal,Canada,"Balboa, Blues, Boogie Woogie, Charleston, Jazz, Lindy Hop",,The largest swing event in Canada operating since 2002 it has contests of course but also has over 40 workshops and several live bands per night and 4 different party ambiances every evening!!!,http://www.canadianswingchampionships.com,2023-05-19,2023-05-22,46.3539207,-72.5639048,"46.3539207,-72.5639048"
Hop to the Top!,24th May 2023 - 28th May 2023,Amsterdam,Netherlands,"Balboa, Blues, Charleston, Jazz, Lindy Hop, Shag",Hector & Sonia Vassiliki Papadopoulou Alejandro Cabanillas Quinten Kray & Elise Reilingh Luc­a Cameselle & Ivar Doornenbal Andrew Spitz & Dolinde Van Beek,"The biggest international swing dance festival in Amsterdam since Smokey Feet! Lindy hop, Balboa, Collegiate Shag, Solo Jazz and Blues come together to the top!  international teachers
6 national teachers
5 parties (incl Sunday tea dance!)
2 dancefloors Swing+Blues",https://lindyspirit.wixsite.com/hop-to-the-top,2023-05-24,2023-05-28,52.3730796,4.8924534,"52.3730796,4.8924534"
Valencia Balboa Festival,25th May 2023 - 28th May 2023,Valencia,Spain,Balboa,Natasha & Olivier Neus & Albert Olga & Andreas Katja & Nejc Amy & Alex,Balboa Festival in Valencia,https://www.valenciabalboafestival.com/,2023-05-25,2023-05-28,39.4697065,-0.3763353,"39.4697065,-0.3763353"
The International Lindy Hop Championships,25th May 2023 - 29th May 2023,Harlem NYC,United States,"Charleston, Jazz, Lindy Hop","Bianca Locatelli, Nils Andren, Laura Glaess, Remy Kouakou Kouame, Latasha Barnes, Tyedric Hill, Skye Humphries, Frida Segerdahl, Naomi Uyama, Irina Amzashvili, Anthony Chen, Caleb Teicher and more plus special guest","Come celebrate Lindy Hop at ILHC - For the first time ever 5 days of dancing, 16 classes, 23 competitions, walking tours and more! Featuring World Lindy Hop Day, May 26th!",http://www.ilhc.com,2023-05-25,2023-05-29,40.8078786,-73.9454154,"40.8078786,-73.9454154"
BB-DanceCamp,26th May 2023 - 29th May 2023,Landsberg am Lech,Germany,"Balboa, Boogie Woogie, Lindy Hop, Shag","Tatyana Georgiievska & Sondre Olsen-Bye, Jessica Kaiser & Markus Kakuska, Lena Magnusson & Tobias Ramberg, Alexsia Ghezzo & Dimitri Masotti, Fancy Dougherty & Olivier Harouard, Tamara Singer & Christoph Pecher, Elsa Köck & Andreas Aigner, Kerstin & Johannes Hien, Larissa & Heiko Heckendorn","The BB-DanceCamp is one of the oldest swing dance camps in Europe and is taking place for the 36th time this year. It offers 3 days of intensive classes with international teachers in Boogie Woogie, Lindy Hop, Collegiate Shag and Balboa, starting from Intermediate level and up, and is rounded off by parties with great live bands and two dance floors, a cozy camp cafe as well as a vintage market and most importantly- its cheerful, relaxed, and family-like atmosphere in the beautiful, medieval town of Landsberg am Lech (close to Munich and Augsburg). We look forward to you!",https://www.bb-dancecamp.com,2023-05-26,2023-05-29,48.0514973,10.8737728,"48.0514973,10.8737728"
U May Swing,26th May 2023 - 28th May 2023,Umeå,Sweden,Lindy Hop,Henric & Joanna Stillman TBA Teachers from the local scene,"Come join us in the ""City of birches"" for a weekend packed with lindy hop! There will be four levels of classes, live music with the Schwings, social dancing, meeting new & old friends and also this year -competitions and shows, yey! Please check our website for more info, registration opens January 1st 2023. See you soon!",https://www.swingum.se/umayswing/,2023-05-26,2023-05-28,63.8256568,20.2630745,"63.8256568,20.2630745"
UpRooted,26th May 2023 - 28th May 2023,Bucharest,Romania,"Blues, Charleston, Jazz, Lindy Hop",,"Save the date for a unique experience within the cozy and fresh Bucharest lindy-hop community. There's a mix of parties, surprising live bands and out of the box activities in progress to unfold. Updates will follow in the coming period. Subscribe for news on our website and follow our event page",https://uprooted.ro/,2023-05-26,2023-05-28,44.4361414,26.1027202,"44.4361414,26.1027202"
Camp Jitterbug,26th May 2023 - 29th May 2023,"Seattle, WA",United States,"Balboa, Blues, Charleston, Jazz, Lindy Hop, Shag","Chester Whitmore Sugar Sullivan Nathan Bugh & Gaby Cook Nick Davis & Laura Keat Matt Richey & Andrea Gordon Jeremy Otth & Jennifer Lee Christian Frommelt & Natalia Eristavi Jovon Miller, Kevin Harris Rachel Brown, Nika Jin","Join us for the 22nd annual Camp Jitterbug that is held on Memorial Day weekend. We feature some of the top instructors, musicians and venues for a weekend full of workshops, dances, live music, competitions and more.",http://www.campjitterbug.com,2023-05-26,2023-05-29,47.6038321,-122.330062,"47.6038321,-122.330062"
Swing ohne Senf,26th May 2023 - 29th May 2023,St. Gallen,Switzerland,"Jazz, Lindy Hop",Pamela Gaizutyte & Tadas Vasiliauskas Roser Ros Hyungjung Choi & Nicolas Deniau Tanja Wingerter & Kay Werndli Alexia Legoueix & Sep Vermeersch,"We are excited to welcome you to St. Gallen, Switzerland for our newest edition of Swing ohne Senf. Registration is open! We are looking forward to an amazing weekend! Vinyl Night on Friday, Live Music on Saturday and Sunday.",http://www.swingohnesenf.ch,2023-05-26,2023-05-29,47.4250593,9.3765878,"47.4250593,9.3765878"
Broc Swing Fest,27th May 2023 - 29th May 2023,Oberlarg,France,"Jazz, Lindy Hop",,"The idea is to gather a bunch of life lovers in an old barn, in the midle of nowhere up in the alsacian hills in order to dance night and day and to listen to good music thanks to the brilliant artists invited (some of them come from very far away !) This event is a great opportunity to explore the place and to discover our different projects: the slow flower farm, the carpentry workshop. We will also have a good time eating and drinking some local products and hiking in the woods!",https://asso.le-labo-m.fr/broc-swing-fest-2023/,2023-05-27,2023-05-29,47.4581445,7.2335358,"47.4581445,7.2335358"
Hop into Summer,28th May 2023 - 29th May 2023,Cologne,Germany,Lindy Hop,,SAVE THE DATE! 2 days of classes and a big party on the Pentecost weekend (Sun+Mon) with great teachers. More infos will be available soon!,www.hopintosummer.de,2023-05-28,2023-05-29,50.938361,6.959974,"50.938361,6.959974"
Bluesology Teacher Training,29th May 2023 - 4th Jun 2023,Valencia,Spain,Blues,Adamo and Vicci,"Being a dance teacher requires two very specific skills: the skill of dancing, and the skill of teaching. A great dancer does not necessarily make a great teacher, and vice versa! Bluesology will focus on your teaching skills. The sessions will combine theoretical knowledge of pedagogy / andragogy, the method and practice of teaching, with practical tasks, so you can put theory into practice. This event aims to create a community and support network for teachers and community leaders across Europe. Building a dance scene can be tough, but you're not alone!",http://www.thebluesroom.com/bluesology,2023-05-29,2023-05-04,39.4697065,-0.3763353,"39.4697065,-0.3763353"
Blues Dancing Weekend Summer,1st Jun 2023 - 3rd Jun 2023,North Israel - Manot,Israel,Blues,,"In a quite village in the north of Israel we gather together in a fully equipped luxurious villa to dance blues and have fun. This event includes accommodation, three blues dancing parties, few Blues dancing workshops, and few Surprises. (https://bdws2021.webnode.page)",https://bdws2021.webnode.page/,2023-06-01,2023-06-03,33.0383637,35.1946918,"33.0383637,35.1946918"
Sunny Slide Swing Fest,1st Jun 2023 - 4th Jun 2023,Silvi Marina,Italy,"Balboa, Jazz, Lindy Hop",Olga Marina & Andreas Olsson Ksenia Parkhatskaya & Nejc Zupan Hyunjung Choi & Nicolas Deniau Diana Florindi & Sam Chez Laura Marino & Francesco Ciani TBA for taster classes,"We are happy to invite you to the second edition of Sunny Slide Swing Fest! A festival where people come together to celebrate their passion for swing culture, practice their dancing skills with a line-up of exceptional international teachers, and party all night long to exciting bands and DJs. But Sunny Slide Fest means also vintage markets, competitions and, finally, relaxing on the gorgeous beach of Silvi Marina. We can't wait to see you at the 2023 Sunny Slide Fest!",http://www.sunnyslideswingfest.com,2023-06-01,2023-06-04,42.5527642,14.117386,"42.5527642,14.117386"
Swing Eruption - Catania Summer Fest,2nd Jun 2023 - 4th Jun 2023,Catania (Sicily),Italy,"Jazz, Lindy Hop",Lizette Ronnqvist - Patrik Pettersson Claudia Fonte - Maria Mallan,"Everybody is welcome to Catania on the 2nd, 3rd and 4th of June 2023 for the first edition of our Swing Eruption - Catania Summer Fest. A long weekend dedicated to Lindy hop, Solo Jazz, Aerials and parties with live music and international teachers. Don't miss the chance to dance under Etna volcano while enjoying the sun on the beach! Let's share the lava",https://www.facebook.com/events/s/swing-eruption-catania-summer-/1661325787658642/,2023-06-02,2023-06-04,37.5023612,15.0873718,"37.5023612,15.0873718"
Embarquement Swing Lille,2nd Jun 2023 - 4th Jun 2023,Lille,France,"Balboa, Lindy Hop, Shag",,"After 4 years of absence (time flies, I say), the Lille Swing dance festival is finally back!
The entire Balboa island team is delighted to welcome you back to its Swing Boarding.
You will be able to let off steam and eliminate the winter welsh (this is where you say thank you).
For that, we prepare you as usual a complete immersion  in the world of Swing. Always in boot camp mode at CREPS de Wattignies to be able to dance, breathe, eat and sleep Swing.
But this year, we'll give you even more than usual!
There will of course be  Balboa ,  Lindy Hop  of course, but also... But also...  Collegiate Shag  ! 
Whaaaaaaaaaaaaaaaatttt?
Yes, you read correctly!
So book your weekend right away, write it down in your diary, cancel everything else and join us!!!",https://www.embarquementswing.fr/,2023-06-02,2023-06-04,50.6365654,3.0635282,"50.6365654,3.0635282"
SWING Harbour,2nd Jun 2023 - 4th Jun 2023,Trieste,Italy,"Balboa, Jazz, Lindy Hop, Shag",Leonardo Ost (ITA) & Roser Ros (ES) - lindy hop & st. louis shag Todd Yannacone (USA) & TBA - balboa & lindy hop Jennifer Lee (USA) & Â Luis Arredondo - balboa Adam LaMontagne (USA) & Sanna Leinonen (FIN) - balboa,The safe Harbour where all swing dancers can dock in the wondrous scenarios of this elegant city on the Adriatic Sea!,http://www.triesteswing.it,2023-06-02,2023-06-04,45.6496485,13.7772781,"45.6496485,13.7772781"
Spring and Swing Festival,2nd Jun 2023 - 5th Jun 2023,Platja d'Aro (Catalunya)-1 hour from BARCELONA,Spain,"Jazz, Lindy Hop",,Swing Festival in Costa Brava,http://www.springandswingfestival.com,2023-06-02,2023-06-05,41.8184693,3.0687997,"41.8184693,3.0687997"
Blues at the ‘Bridge,2nd Jun 2023 - 4th Jun 2023,Cambridge,United Kingdom,Blues,Dáire Anderbard and Rosie Myhan Keogh,"Join us for an amazing workshop with our amazing international teachers! This is an incredible chance to level up your blues dancing with 6 hours of classes. Explore Cambridge with our fantastic venues and live music - parties running Friday, Saturday and Sunday at different places, all with their own charms.",https://www.cambridgeswingdance.com/blues-at-the-bridge,2023-06-02,2023-06-04,52.2055314,0.1186637,"52.2055314,0.1186637"
Hofstad Hop Workshop Weekend,3rd Jun 2023 - 4th Jun 2023,The Hague,Netherlands,Lindy Hop,,"Workshops on Saturday and Sunday, an evening dance on the Saturday and a late afternoon dance on the Sunday",https://fb.me/e/3jXaqA3Vq,2023-06-03,2023-06-04,52.0799838,4.3113461,"52.0799838,4.3113461"
Swingin the Bay,5th Jun 2023 - 11th Jun 2023,Armenistis Halkidiki,Greece,Lindy Hop,Nils Andren + Bianca Locatelli Sharon Davis + Ben White Gas Fernandez + Alba Mengual Uxue Martinez Oroz + Gerard Nevot,"5 till 11 of June 2023! Swimming in crystal clear waters!
Dancing under the stars!
Classes with some of the best!!! 
Lindy Festival and dreamy Vacations in the most memorable beach in Greece. 5 live parties with The Oldie Goldies Band, the Storyville Ragtimers and the Johny Rumble and the law 4000.",http://www.swinginthebay.com,2023-06-05,2023-06-11,40.1577238,23.9157698,"40.1577238,23.9157698"
Tübingen Lindy Exchange,8th Jun 2023 - 11th Jun 2023,Tübingen,Germany,Lindy Hop,,"You can expect a happy weekend with a varied programme, with and without dancing. Get to know Tübingen and its Lindy Hop scene with several activities and awesome parties. The Gramophoniacs from Saarbrücken and our Tübingen house band Budenzauber will delight us with fantastic swing music. Come in droves!",https://swingzeit.de/en/events/tuelx-23,2023-06-08,2023-06-11,48.5236164,9.0535531,"48.5236164,9.0535531"
Swing Paradise,8th Jun 2023 - 11th Jun 2023,Vilnius,Lithuania,"Balboa, Blues, Lindy Hop, Shag","Simona Pogosian & Rokas Borusevičius, Katja Završnik & Peter Loggins, Neus Castells & Albert Ferran, Moe Sakan & Andreas Olsson, Larissa Heckendorn & Heiko Heckendorn, Sandy Lewis & Martí Gasool, Vicci Moore & Adamo Ciarallo","Weekend affair to ignite passion for Balboa, Shag & Slow Dance in your soul",http://www.swingparadise.lt,2023-06-08,2023-06-11,54.6870458,25.2829111,"54.6870458,25.2829111"
Sugarville,9th Jun 2023 - 11th Jun 2023,Groningen,Netherlands,"Charleston, Jazz, Lindy Hop",Joseph & Charlotte (UK) More TBA,"The first edition of Sugarville is offering a weekend with Lindy Hop and Solo Jazz classes, and parties in the evening. All in the humble university town of Groningen, Netherlands. We're aiming to have all the fun you know of swing dance events, with a cosy community vibe. More info to come!",http://www.sugarspin.nl/sugarville-2023,2023-06-09,2023-06-11,53.2190652,6.5680077,"53.2190652,6.5680077"
Another Swing Dance Festival,15th Jun 2023 - 18th Jun 2023,Berlin,Germany,"Charleston, Jazz, Lindy Hop","Latasha Barnes, Felix Berghäll, Helena Kanini Kiiru, Tyedric Hill, Marie N'diaye and Stephan Atemie","Another Swing Dance Festival (ASDF) aims to learn, celebrate and appreciate African American jazz culture and continuum by bringing exprienced educators to you in one of the most international and diverse cities in the world, Berlin. 

The event will feature classes focusing on improvisation and social dancing, drills and technique and also complementary “another” lessons focusing on Jazz continuum. Besides classes, there will be panels, talks, food gatherings during the day and great night parties with live band and amazing DJs from all over Europe. 
Also: don’t be surprised if you find yourself dancing to non-swing music late late late at night before the sunrise, we like to party!",https://www.anotherswing.com/,2023-06-15,2023-06-18,52.5170365,13.3888599,"52.5170365,13.3888599"
A little swing,16th Jun 2023 - 18th Jun 2023,"Chania, Crete",Greece,Lindy Hop,,"We are very excited to invite you to our first little swing festival in Chania, Crete, Greece. Chania Lindy Hop community is ready to welcome you once again! We cannot wait to share with you our love and passion for Vintage Shows and Lindy Hop social dancing. We are planning a welcoming evening of serious celebration in Chania city and two days & nights of relaxed training, social dancing and enjoying the sun&sea in Paleochora village. The energy of the South has always inspired us to enjoy life so get ready for a unique experience of connection with nature with yourself and with some cool lindy hop people.",https://www.alittleswing.org/,2023-06-16,2023-06-18,35.5120831,24.0191544,"35.5120831,24.0191544"
Swing’n'Sail with Sharon and Ben!,17th Jun 2023 - 24th Jun 2023,,Greece,Lindy Hop,Sharon Davis and Ben White,": Swing'n'Sail , the only swing floating festival, is ready to welcome you, for the 7th time! Living in a sailing boat, Partying at selected venues in Athens and in Greek islands, Having classes , Relaxing, Sailing, Exploring beautiful landscapes! The summer vacations you'll love! ""I wanted freedom, open air and adventure. I found it on the sea."" - Alaine Gerbault ** You don't need a skipper license. *** You don't need a dancing partner to join. **** You need your good mood...",http://www.swingnsail.com,2023-06-17,2023-06-24,38.9953683,21.9877132,"38.9953683,21.9877132"
Plenty Hot,22nd Jun 2023 - 25th Jun 2023,Dresden,Germany,"Boogie Woogie, Charleston, Jazz, Lindy Hop","Sondre Olsen-Bye & Tanya Georgiievska, William Mauvais & Maeva Trunzter TBA","Our debut for first time Plenty Hot â€“ Lindy Hop is going to happen on a new date with a new location. Got much space, big ballroom, great teachers - music & all in Dresden, Germany. We are excited to welcome you back!!!",https://plenty-hot.com,2023-06-22,2023-06-25,51.0493286,13.7381437,"51.0493286,13.7381437"
Welwyn Garden City Vintage Festival - Dance Camp,23rd Jun 2023 - 25th Jun 2023,Welwyn Garden City,United Kingdom,"Charleston, Jazz, Lindy Hop",Bianca Locatelli (IT) Nils AndrÃ©n (SWE) Maxi Prado (ARG) Claudia Biggeri (ARG) Joseph Sewell (UK) Charlotte Middlemiss (UK) More TBA!,"After an incredible first year we are so excited to bring you the second edition of the WGC Vintage festival Dance Camp in Welwyn Garden City with 3 evenings of social dancing with live music, performances and competitions plus 2 days of workshops with international teachers. In addition to the indoor element of the weekend, we have an outdoor festival full of live music and dancing on Saturday & Sunday which you can enjoy after classes. All workshops, parties and outdoor festival are all a short walk from one another with plenty of accommodation and food options nearby. We look forward to welcoming you",https://jiveswing.com/events/wgc-vintage-fest-dance-camp/,2023-06-23,2023-06-25,51.8031083,-0.2068872,"51.8031083,-0.2068872"
Amsterdam Blues Exchange,23rd Jun 2023 - 25th Jun 2023,Amsterdam,Netherlands,"Blues, Jazz",,"What unites musicians and dancers? The music of course!  Amsterdam Blues Exchange takes the exchange part quite literal¸ We offer you a weekend full of moments to get to know your fellow dancers, over diner, during the activities, or at the parties. We want to create a space where dancers and musicians can exchange their skills. We invite dancing musicians, music making dancers, dancers who want a better understanding of music and musicians who would secretly love to move their bodies¦ Would you like to share your love for Blues music with fellow dancers and musicians? Are you ready to move the music or play the dancing? Join us for a weekend full of joy and playfulness.",https://thebluesjoint.dance/festivals/the-amsterdam-blues-exchange-23-25-june-2023/,2023-06-23,2023-06-25,52.3730796,4.8924534,"52.3730796,4.8924534"
Oxford Swing Festival,24th Jun 2023 - 26th Jun 2023,Oxford,United Kingdom,"Jazz, Lindy Hop","LaTasha Barnes & Stephen Atemie, Trisha Sewell Sep Vermeersch Marta Stawicka & Alexey Kazennov and, Catia Fonseca & David Afonso.","OSF is a weekend spectacular devoted to bringing some of the best Lindy Hop and Solo Jazz teachers to Oxford for a weekend of learning and dancing. OSF 2020 was our biggest event ever, featuring three nights of social dancing, five Lindy Hop tracks and two Solo Jazz tracks, tasters, live music, big band, a spectacular venue, late night Lindy, even later night Blues, friends, hugs, and smiles! Live music will come from The Cutting Edge Big Band and the Big R Big Band. PLUS culture and history talks with expert speakers, competitions, demonstrations. This will all be in the spectacular setting of Oxford Town Hall. Tickets always sell out lightning fast, so don't miss out!",http://www.oxfordlindyexchange.com,2023-06-24,2023-06-26,51.7520131,-1.2578499,"51.7520131,-1.2578499"
Solstice Bern Solo Jazz Workshop,24th Jun 2023 - 25th Jun 2023,Bern,Switzerland,Jazz,,"Solstice Bern Solo Jazz Workshop Save the date for the 2023 edition
2 days of workshop with international teachers and 1 main party on Saturday with live Band- Gentlemen and Gangsters from Sweden",http://www.solsticebern.com,2023-06-24,2023-06-25,46.9482713,7.4514512,"46.9482713,7.4514512"
Rétro festival,28th Jun 2023 - 2nd Jul 2023,Terracina,Italy,"Jazz, Lindy Hop",,"Summer begins in the last weekend of June in the Terracina pine forest with Rétro festival.

Back to dancing in the magical suspended atmosphere of the pine forest, with 3 live evenings of swing music, 250 square meters of w shop platform with many international guests, a stone's throw from the sea.

The workshop: 4 levels of lindy hop and numerous taster classes with international teachers.

☞ Workshop 4 levels of lindy hop / numerous taster classes
☞ 3 Parties with live music bands
☞ Rétro Market 40 vintage fashion and design stands

",https://www.retrofestival.it/,2023-06-28,2023-06-02,41.2871196,13.2492009,"41.2871196,13.2492009"
Bodensee Exchange,30th Jun 2023 - 2nd Jul 2023,Bregenz,Austria,Lindy Hop,,"BodEx First Edition! Join us in the beautiful region of the Lake of Constance (Bodensee in German) and meet our local swing dancers, discover our food, culture and nature.",http://www.bodensee-exchange.com/,2023-06-30,2023-06-02,47.5025779,9.7472924,"47.5025779,9.7472924"
What a Jazz summer camp,6th Jul 2023 - 9th Jul 2023,Broniaus sodyba,Lithuania,"Blues, Jazz, Lindy Hop",Elze Visnevskyte Egle Nemickaite Arnas Razgunas ..more TBA,"StoNykla is a long weekend adventure in the Lithuanian countryside where together we party, play, take classes, eat, swim and spend time with new and old friends. Join us for the unforgettable 14th edition of the camp! Live music by Shirt Tail Stompers",https://www.facebook.com/events/493640899366119/,2023-07-06,2023-07-09,56.04384045,21.823092638074087,"56.04384045,21.823092638074087"
Glasgow Shag Festival,7th Jul 2023 - 10th Jul 2023,Glasgow,United Kingdom,Shag,"Fancy Dougherty & Jeremy Otth, Nicky & Jim Key, Larissa & Heiko Heckendorn","It's the 5th annual Glasgow Shag Festival! International instructors, 3 levels of Collegiate Shag, 4 parties with live music & more!",https://www.facebook.com/events/669765711553336,2023-07-07,2023-07-10,55.8609825,-4.2488787,"55.8609825,-4.2488787"
Good Time Blues Fest,12th Jul 2023 - 17th Jul 2023,Guglionesi,Italy,Blues,Adamo Ciarallo and Vicci Moore Gas Fernandez and Alba Mengual Damon Stone and Kelsy Stone Kenneth Shipp and Bibi elespini Mike Sonder Flouer Evelyn Edmilson Bothelo,"Good Time Blues Fest is a blues dance event organised in the small village of Guglionesi, in South East of Italy. As the name suggests, we want you to let the good times roll while we celebrate life by dancing to awesome blues music. We also want to combine blues with a unique and authentic Italian experience. You will meet the locals (yes, they too will take the classes and dance in the evening), try regional products and live for a few days like a true Guglionesano ",http://www.goodtimebluesfest.com,2023-07-12,2023-07-17,41.9138877,14.9136133,"41.9138877,14.9136133"
Mopao Swing Holidays,16th Jul 2023 - 22nd Jul 2023,"Santa Susanna, Barcelona",Spain,"Blues, Jazz, Lindy Hop","Peter & Chloe, Fred & Alison, Cymeone Mopao, Alexandra Karsenty, Thomas & Virginie, Karl Brochard, Come","The Mopao Swing Holidays, which combines dance and holidays, takes place in the super hotel Don Angel, in Santa Susana, which offers full board accommodation, with 2 outdoor swimming pools, the beach 200m away, a SPA, a gym, and several activities close to the hotel. You can take lindy hop, blues, west coast swing, afroswing, chicago steppin lessons with very good teachers.",http://www.mopao-swing-holidays.com,2023-07-16,2023-07-22,41.6357256,2.7065933,"41.6357256,2.7065933"
The Spoonful,27th Jul 2023 - 30th Jul 2023,Edinburgh,United Kingdom,Blues,,"The Spoonful is all about great blues music, excellent classes from the most fun and talented teachers, competitions so welcoming that everybody can take part, and bringing the blues community together for one helluva party in our home of Scotland.",http://www.thespoonful.co.uk,2023-07-27,2023-07-30,55.9533456,-3.1883749,"55.9533456,-3.1883749"
Balboa Dayz,27th Jul 2023 - 30th Jul 2023,Dresden,Germany,Balboa,Andreas Olsson & Olga Marina Ralf & Anna-Maria Bernhard,"Our debut for first time Balboa Dayz is going to happen on a new date with a new location. Got much space, big ballroom, great teachers - music & all in Dresden, Germany. We are excited to welcome you back!!!",https://balboa-dayz.com,2023-07-27,2023-07-30,51.0493286,13.7381437,"51.0493286,13.7381437"
Anduze Jazz Dance Camp,28th Jul 2023 - 30th Jul 2023,Anduze,France,Jazz,,"Dance camp organized in partnership with a young (and awesome) jazz festival: Jazzoparc. The camp will take place in Anduze, a charming village surrounded by nature, in the South of France. The line up consists of experienced dance instructors from different branches of the vernacular jazz dances tree, with strong links to the African diasporic cultures. We aim to create a space inviting everyone to (re)connect with the tradition and values of jazz dance and jazz music. The music line up includes six international bands brought together by Jazzoparc (to be announced very soon on their website), as well as jazz combos playing in different spots of the village.",https://www.facebook.com/AnduzeJazzDanceCamp/,2023-07-28,2023-07-30,44.0545668,3.9857082,"44.0545668,3.9857082"
Northwest Balboa Festival,28th Jul 2023 - 30th Jul 2023,"Seattle, WA",United States,Balboa,,"Classes, competitions, live music, and social dancing all in Seattle, WA!",https://fb.me/e/20ODXKeLK,2023-07-28,2023-07-30,47.6038321,-122.330062,"47.6038321,-122.330062"
Big Experience Swing Camp,21st Aug 2023 - 27th Aug 2023,Candeleda - Sierra de Gredos,Spain,"Jazz, Lindy Hop",Cooking an amazing starlight teachers combo!,"Hola! Join us under the stars at the foot of the mountains, to dance the summer away! The perfect place to connect with jazz dance culture and meet new friends in a natural and cozy environment. The week starts with activities like hiking to the mountains and special tracks to movement and jazz dance. The weekend welcomes live music and full tracks with inspiring teachers to learn, camp and dance with. Delicious veggie and healthy food with ""Mambo Chefs"" cuisine masters! Can't wait to celebrate our 9th Edition already!",http://www.bigexperience.es,2023-08-21,2023-08-27,40.2913423,-5.1748163,"40.2913423,-5.1748163"
HaniBal Balboa Festival,7th Sep 2023 - 11th Sep 2023,Ljubljana,Slovenia,Balboa,"Lana Sedlmayr & Andreas Olsson, Katja Zavrsnik & Peter Loggins, Jenna Applegate & Nejc Zupan","We invite you to a second edition of HaniBal Balboa festival with amaying music, dance venues and of course teachers in a beautiful boutique city of Ljubljana.",http://www.festivalhanibal.si,2023-09-07,2023-09-11,46.0500268,14.5069289,"46.0500268,14.5069289"
